date,event_name,winner_side,team1_name,team2_name,team1_score,team2_score,match_url,map1_team1_startside,map1_team2_startside,map1_round1_winner,map1_round2_winner,map1_round3_winner,map1_round4_winner,map1_round5_winner,map1_round6_winner,map1_round7_winner,map1_round8_winner,map1_round9_winner,map1_round10_winner,map1_round11_winner,map1_round12_winner,map1_round13_winner,map1_round14_winner,map1_round15_winner,map1_round16_winner,map1_round17_winner,map1_round18_winner,map1_round19_winner,map1_round20_winner,map1_round21_winner,map1_round22_winner,map1_round23_winner,map1_round24_winner,map2_team1_startside,map2_team2_startside,map2_round1_winner,map2_round2_winner,map2_round3_winner,map2_round4_winner,map2_round5_winner,map2_round6_winner,map2_round7_winner,map2_round8_winner,map2_round9_winner,map2_round10_winner,map2_round11_winner,map2_round12_winner,map2_round13_winner,map2_round14_winner,map2_round15_winner,map2_round16_winner,map2_round17_winner,map2_round18_winner,map2_round19_winner,map2_round20_winner,map2_round21_winner,map2_round22_winner,map2_round23_winner,map2_round24_winner,map3_team1_startside,map3_team2_startside,map3_round1_winner,map3_round2_winner,map3_round3_winner,map3_round4_winner,map3_round5_winner,map3_round6_winner,map3_round7_winner,map3_round8_winner,map3_round9_winner,map3_round10_winner,map3_round11_winner,map3_round12_winner,map3_round13_winner,map3_round14_winner,map3_round15_winner,map3_round16_winner,map3_round17_winner,map3_round18_winner,map3_round19_winner,map3_round20_winner,map3_round21_winner,map3_round22_winner,map3_round23_winner,map3_round24_winner
2025-10-06T09:00:00Z,ESL Challenger League Season 50 Asia-Pacific Cup 3,team2,FengDa,Rare Atom,0.0,2.0,https://www.hltv.org/matches/2386509/-,t,ct,team2,team2,team1,team2,team1,team2,team2,team1,team2,team2,team2,team1,team1,team1,team2,team2,team2,team1,team1,team2,team2,team2,team2,team2,ct,t,team2,team2,team2,team2,team1,team1,team2,team1,team1,team1,team1,team1,team1,team1,team2,team2,team2,team2,team2,team1,team2,team2,team2,team2,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-06T09:00:00Z,ESL Challenger League Season 50 Asia-Pacific Cup 3,team1,Last Bullet,BORING PLAYERS,2.0,0.0,https://www.hltv.org/matches/2386515/-,ct,t,team2,team1,team2,team1,team1,team1,team1,team1,team1,team1,team1,team1,team1,team1,team1,team2,team2,team2,team2,team2,team2,team2,team2,team2,t,ct,team1,team1,team2,team2,team2,team1,team1,team1,team2,team2,team1,team1,team1,team2,team2,team2,team1,team2,team1,team1,team1,team1,team2,team2,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-06T07:25:00Z,Exort The Proving Grounds Season 5,team2,SPARTA,Betera,1.0,2.0,https://www.hltv.org/matches/2386408/-,ct,t,team1,team1,team1,team2,team2,team2,team2,team2,team2,team2,team1,team2,team2,team2,team1,team1,team1,team1,team1,team2,team2,team2,team2,team2,t,ct,team1,team2,team1,team2,team1,team1,team1,team1,team2,team2,team1,team1,team1,team1,team1,team1,team2,team1,team2,team2,team2,team2,team2,team2,ct,t,team2,team2,team2,team1,team1,team1,team2,team1,team1,team1,team1,team2,team2,team2,team2,team2,team2,team2,team2,team2,team2,team2,team2,team2
2025-10-06T07:00:00Z,ESL Pro League Season 22,team1,3DMAX,Natus Vincere,2.0,1.0,https://www.hltv.org/matches/2385948/-,ct,t,team1,team1,team1,team1,team1,team2,team2,team2,team2,team2,team2,team1,team1,team1,team1,team1,team1,team1,team2,team2,team2,team2,team2,team1,ct,t,team1,team1,team1,team1,team1,team1,team2,team1,team2,team2,team2,team2,team2,team2,team2,team2,team2,team1,team1,team1,team2,team2,team1,team2,t,ct,team1,team1,team1,team2,team2,team1,team1,team1,team1,team2,team2,team2,team1,team2,team1,team1,team1,team2,team2,team1,team1,team2,team2,team2
2025-10-06T09:00:00Z,ESL Challenger League Season 50 Asia-Pacific Cup 3,team2,Chinggis Warriors,DEPO,0.0,1.0,https://www.hltv.org/matches/2386512/-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-06T07:00:00Z,CCT Season 3 Europe Series 8,team1,Tricked,Mousquetaires,2.0,1.0,https://www.hltv.org/matches/2386323/-,t,ct,team1,team1,team1,team1,team2,team1,team2,team2,team2,team2,team2,team1,team1,team1,team1,team1,team1,team1,team1,team2,team2,team2,team2,team2,ct,t,team1,team1,team2,team2,team2,team1,team1,team2,team1,team1,team1,team1,team2,team2,team2,team2,team2,team1,team2,team1,team1,team2,team2,team2,ct,t,team1,team2,team2,team2,team1,team2,team2,team1,team1,team1,team1,team1,team2,team2,team2,team1,team1,team2,team1,team1,team1,team1,team2,team2
2025-10-06T07:00:00Z,NODWIN Clutch Series 1,team1,Oramond,FORZE Reload,2.0,1.0,https://www.hltv.org/matches/2386646/-,ct,t,team2,team2,team1,team1,team1,team2,team2,team1,team2,team2,team2,team2,team2,team2,team2,team1,team1,team2,team1,team1,team1,team1,team2,team2,t,ct,team2,team2,team1,team1,team1,team1,team1,team1,team2,team1,team2,team2,team1,team1,team2,team1,team1,team1,team2,team1,team2,team2,team2,team2,t,ct,team1,team1,team1,team1,team2,team2,team1,team1,team1,team2,team1,team1,team2,team2,team2,team2,team2,team2,team2,team1,team1,team1,team1,team2
2025-10-06T09:30:00Z,ESL Challenger League Season 50 Asia-Pacific Cup 3,team2,True Thunder,Eruption,0.0,1.0,https://www.hltv.org/matches/2386516/-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-06T08:52:07Z,ESL Challenger League Season 50 Asia-Pacific Cup 3,team2,IHC,NSN,0.0,1.0,https://www.hltv.org/matches/2386513/-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-06T07:00:00Z,Winline Insight Season 8,team1,RUBY,Alliance,2.0,0.0,https://www.hltv.org/matches/2386224/-,t,ct,team1,team1,team2,team1,team1,team1,team1,team1,team1,team2,team1,team1,team2,team1,team1,team1,team2,team2,team2,team2,team2,team2,team2,team2,ct,t,team1,team1,team1,team2,team1,team1,team2,team1,team1,team1,team2,team1,team2,team1,team1,team1,team1,team2,team2,team2,team2,team2,team2,team2,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-06T07:00:00Z,ESL Pro League Season 22,team2,Inner Circle,FURIA,0.0,2.0,https://www.hltv.org/matches/2385949/-,t,ct,team2,team2,team2,team2,team2,team2,team2,team2,team2,team1,team2,team1,team2,team2,team2,team2,team2,team2,team2,team2,team2,team2,team2,team2,ct,t,team2,team2,team1,team2,team2,team2,team2,team2,team2,team2,team1,team2,team2,team2,team2,team2,team2,team2,team2,team2,team2,team2,team2,team2,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-06T05:00:00Z,ESL Challenger League Season 50 Oceania Cup 3,team2,LE-LUX,FURY,1.0,2.0,https://www.hltv.org/matches/2386501/-,ct,t,team1,team1,team2,team1,team1,team1,team1,team1,team2,team2,team1,team1,team2,team2,team1,team1,team1,team2,team1,team2,team1,team2,team2,team2,ct,t,team2,team2,team2,team2,team1,team2,team1,team1,team1,team2,team2,team2,team1,team1,team1,team1,team2,team2,team2,team1,team2,team2,team1,team1,ct,t,team2,team2,team2,team2,team1,team1,team1,team2,team1,team1,team2,team1,team1,team2,team2,team2,team2,team1,team2,team2,team1,team2,team2,team2
2025-10-06T04:00:00Z,Exort The Proving Grounds Season 5,team2,ARCRED,EYEBALLERS,1.0,2.0,https://www.hltv.org/matches/2386407/-,ct,t,,team1,team2,team2,team2,team2,team1,team2,team1,team2,team2,team1,team1,team2,team1,team2,team1,team1,team1,team2,team2,team2,team1,team2,t,ct,,team2,team2,team1,team1,team1,team2,team2,team2,team1,team2,team1,team1,team2,team2,team2,team2,team1,team1,team1,team1,team1,team2,team2,ct,t,,team2,team1,team1,team1,team1,team1,team2,team1,team1,team2,team2,team2,team2,team2,team2,team2,team1,team2,team2,team2,team2,team2,team2
2025-10-06T05:00:00Z,ESL Challenger League Season 50 Oceania Cup 3,team1,SemperFi,Ground Zero,2.0,0.0,https://www.hltv.org/matches/2386499/-,ct,t,team1,team1,team1,team1,team1,team1,team2,team1,team1,team1,team2,team2,team1,team1,team1,team1,team2,team2,team2,team2,team2,team2,team2,team2,t,ct,team2,team1,team1,team1,team1,team1,team2,team1,team1,team2,team2,team2,team2,team2,team2,team1,team1,team1,team1,team1,team2,team1,team2,team2,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-06T05:00:00Z,ESL Challenger League Season 50 Oceania Cup 3,team2,Animus Victoria,Mindfreak,0.0,2.0,https://www.hltv.org/matches/2386500/-,t,ct,team2,team1,team1,team1,team2,team2,team1,team1,team2,team2,team2,team2,team2,team2,team2,team2,team1,team2,team2,team2,team2,team2,team2,team2,ct,t,team1,team1,team1,team2,team2,team2,team2,team2,team1,team1,team2,team2,team2,team2,team2,team2,team1,team2,team2,team2,team2,team2,team2,team2,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-06T05:00:00Z,ESL Challenger League Season 50 Oceania Cup 3,team1,Rooster,KZG,2.0,0.0,https://www.hltv.org/matches/2386502/-,ct,t,team1,team1,team2,team1,team1,team1,team1,team1,team1,team2,team2,team1,team1,team1,team2,team1,team1,team2,team2,team2,team2,team2,team2,team2,t,ct,team1,team1,team1,team1,team1,team2,team1,team1,team2,team2,team2,team2,team1,team1,team1,team1,team1,team1,team2,team2,team2,team2,team2,team2,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-06T04:30:00Z,ESL Pro League Season 22,team2,Gentle Mates,Aurora,0.0,2.0,https://www.hltv.org/matches/2385947/-,t,ct,team2,team2,team2,team2,team2,team1,team1,team2,team2,team2,team1,team2,team2,team2,team2,team2,team2,team2,team2,team2,team2,team2,team2,team2,ct,t,team1,team1,team2,team2,team2,team2,team1,team2,team1,team2,team1,team2,team2,team2,team2,team2,team1,team1,team1,team2,team1,team1,team2,team2,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-06T04:30:00Z,ESL Pro League Season 22,team1,Vitality,HOTU,2.0,0.0,https://www.hltv.org/matches/2385946/-,ct,t,,team2,team2,team2,team2,team1,team2,team1,team1,team1,team1,team1,team1,team1,team1,team1,team1,team1,team2,team2,team2,team1,team2,team2,t,ct,,team2,team2,team1,team1,team1,team2,team1,team1,team2,team1,team1,team1,team1,team1,team1,team1,team2,team1,team2,team2,team2,team2,team2,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-06T04:00:00Z,NODWIN Clutch Series 1,team1,Betera,UNiTY,2.0,0.0,https://www.hltv.org/matches/2386645/-,ct,t,team1,team1,team2,team2,team1,team1,team1,team1,team1,team2,team1,team1,team1,team1,team1,team1,team2,team2,team2,team2,team2,team2,team2,team2,t,ct,team1,team1,team1,team1,team2,team2,team2,team2,team1,team2,team2,team1,team1,team1,team1,team2,team1,team1,team1,team1,team2,team2,team2,team2,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-06T05:08:57Z,ESL Challenger League Season 50 Europe Cup 3,team2,CPH Wolves,Alliance,0.0,1.0,https://www.hltv.org/matches/2386458/-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-06T05:08:19Z,CCT Season 3 Europe Series 8,team2,ex-Inner Circle,Dziuseppe,0.0,1.0,https://www.hltv.org/matches/2386325/-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-05T19:45:00Z,Fragadelphia Blocktober 2025,team1,fnatic,9INE,3.0,2.0,https://www.hltv.org/matches/2386668/-,ct,t,team2,team1,team1,team1,team2,team2,team2,team1,team1,team1,team1,team2,team2,team2,team2,team2,team2,team2,team2,team2,team2,team2,team2,team2,ct,t,team2,team2,team1,team1,team1,team1,team1,team1,team2,team2,team1,team1,team2,team2,team1,team1,team1,team1,team2,team1,team2,team2,team2,team2,t,ct,team2,team2,team1,team1,team1,team2,team2,team2,team2,team2,team2,team1,team2,team2,team1,team1,team1,team2,team2,team2,team2,team2,team2,team2
2025-10-05T21:00:00Z,ESL Challenger League Season 50 North America Cup 3,team2,TSG,FULL SEND,1.0,2.0,https://www.hltv.org/matches/2386480/-,t,ct,team2,team2,team1,team1,team1,team1,team1,team1,team2,team1,team2,team2,team2,team1,team1,team1,team1,team1,team2,team1,team2,team2,team2,team2,ct,t,team2,team2,team2,team2,team2,team1,team1,team2,team1,team2,team1,team2,team2,team1,team1,team1,team1,team2,team2,team2,team2,team2,team2,team2,ct,t,team1,team2,team2,team2,team1,team2,team2,team2,team1,team2,team1,team2,team1,team1,team1,team2,team2,team2,team2,team2,team2,team2,team2,team2
2025-10-05T20:30:00Z,CCT Season 3 North America Series 2,team2,BOSS,regain,1.0,2.0,https://www.hltv.org/matches/2386309/-,ct,t,team2,team2,team2,team1,team2,team2,team2,team2,team2,team2,team2,team2,team1,team2,team2,team2,team2,team2,team2,team2,team2,team2,team2,team2,t,ct,team2,team1,team1,team1,team1,team1,team1,team1,team1,team1,team2,team1,team1,team1,team2,team2,team1,team2,team2,team2,team2,team2,team2,team2,t,ct,team1,team1,team2,team1,team2,team2,team2,team2,team2,team2,team1,team1,team2,team2,team2,team2,team2,team1,team1,team2,team2,team2,team2,team2
2025-10-05T21:00:00Z,ESL Challenger League Season 50 North America Cup 3,team1,NuTorious,Nocturnal,2.0,0.0,https://www.hltv.org/matches/2386482/-,t,ct,team1,team1,team1,team1,team1,team2,team2,team2,team2,team2,team1,team1,team1,team2,team2,team1,team1,team1,team2,team1,team1,team1,team2,team2,ct,t,team1,team1,team1,team2,team2,team2,team2,team1,team1,team1,team1,team1,team2,team1,team1,team1,team1,team1,team2,team2,team2,team1,team2,team2,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-05T21:00:00Z,ESL Challenger League Season 50 North America Cup 3,team1,Take Flyte,Wanted Goons,2.0,0.0,https://www.hltv.org/matches/2386479/-,t,ct,team2,team1,team2,team2,team2,team1,team2,team2,team1,team1,team1,team2,team1,team1,team1,team2,team2,team1,team1,team1,team2,team2,team1,team1,ct,t,team1,team1,team2,team1,team1,team1,team1,team1,team1,team1,team2,team1,team1,team2,team1,team2,team2,team2,team2,team2,team1,team2,team2,team2,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-05T21:00:00Z,ESL Challenger League Season 50 North America Cup 3,team1,Zomblers,Green Tea Party,2.0,0.0,https://www.hltv.org/matches/2386481/-,ct,t,team2,team1,team1,team1,team1,team1,team1,team1,team1,team1,team1,team1,team1,team1,team2,team2,team2,team2,team2,team2,team2,team2,team2,team2,t,ct,team1,team1,team2,team1,team1,team2,team1,team1,team2,team1,team1,team2,team2,team1,team1,team1,team1,team2,team1,team2,team2,team2,team2,team2,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-05T21:00:00Z,ESL Challenger League Season 50 North America Cup 3,team2,anything else,Mythic,0.0,1.0,https://www.hltv.org/matches/2386483/-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-05T17:00:00Z,ESL Challenger League Season 50 South America Cup 3,team2,Procyon,GameHunters,1.0,2.0,https://www.hltv.org/matches/2386469/-,t,ct,team2,team1,team1,team2,team1,team2,team1,team1,team1,team1,team1,team2,team2,team2,team2,team2,team2,team1,team1,team2,team2,team2,team1,team1,ct,t,team2,team1,team2,team2,team2,team1,team1,team1,team1,team1,team2,team2,team2,team2,team2,team2,team2,team2,team1,team1,team2,team2,team2,team2,t,ct,team2,team2,team2,team2,team1,team1,team1,team1,team1,team1,team1,team2,team1,team1,team2,team2,team2,team2,team1,team2,team2,team2,team2,team2
2025-10-05T14:10:00Z,Circuit X South America Season 1,team2,RED Canids,MIBR,2.0,3.0,https://www.hltv.org/matches/2386402/-,ct,t,team2,team2,team2,team1,team2,team2,team2,team1,team2,team2,team1,team1,team1,team1,team1,team2,team1,team1,team1,team2,team2,team1,team1,team2,t,ct,team2,team2,team2,team1,team2,team1,team2,team1,team1,team2,team1,team1,team1,team1,team1,team1,team1,team1,team1,team2,team2,team2,team2,team2,ct,t,team2,team2,team2,team2,team2,team2,team2,team2,team2,team2,team2,team1,team2,team1,team2,team2,team2,team2,team2,team2,team2,team2,team2,team2
2025-10-05T17:00:00Z,ESL Challenger League Season 50 South America Cup 3,team1,Yawara,MIBR Academy,2.0,1.0,https://www.hltv.org/matches/2386466/-,ct,t,,team1,team1,team2,team1,team1,team1,team1,team1,team1,team1,team1,team2,team2,team2,team2,team1,team1,team1,team2,team2,team2,team2,team2,t,ct,,team1,team1,team2,team2,team2,team2,team1,team1,team2,team1,team2,team2,team1,team1,team1,team1,team2,team2,team2,team2,team1,team2,team2,ct,t,,team1,team2,team1,team1,team1,team2,team2,team1,team1,team2,team2,team1,team2,team1,team1,team1,team1,team2,team2,team2,team1,team1,team2
2025-10-05T17:30:00Z,CCT Season 3 North America Series 2,team1,Getting Info,FULL SEND,2.0,0.0,https://www.hltv.org/matches/2386308/-,t,ct,team2,team2,team1,team1,team1,team1,team1,team2,team1,team2,team1,team1,team1,team1,team2,team2,team2,team1,team1,team1,team2,team2,team2,team2,ct,t,team1,team1,team2,team2,team1,team1,team1,team1,team1,team1,team2,team1,team2,team2,team2,team1,team1,team2,team2,team1,team1,team2,team2,team2,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-05T17:00:00Z,ESL Challenger League Season 50 South America Cup 3,team2,MAGICOS,KRÜ,0.0,2.0,https://www.hltv.org/matches/2386465/-,t,ct,team2,team1,team1,team1,team2,team2,team2,team2,team1,team1,team1,team1,team1,team2,team2,team2,team1,team2,team2,team2,team2,team2,team2,team2,ct,t,team2,team1,team2,team1,team2,team2,team2,team2,team1,team2,team2,team1,team1,team1,team1,team1,team1,team2,team2,team2,team2,team2,team2,team2,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-05T16:35:00Z,Fragadelphia Blocktober 2025,team1,OG,ECSTATIC,2.0,1.0,https://www.hltv.org/matches/2386667/-,ct,t,team1,team1,team1,team2,team1,team1,team1,team1,team2,team1,team2,team1,team2,team2,team2,team2,team2,team2,team2,team2,team2,team1,team2,team2,t,ct,team2,team2,team2,team2,team2,team2,team1,team1,team1,team2,team1,team1,team1,team2,team2,team2,team2,team1,team1,team1,team1,team1,team1,team1,t,ct,team1,team1,team2,team1,team2,team1,team1,team1,team2,team1,team1,team1,team1,team2,team1,team1,team1,team2,team2,team2,team2,team2,team2,team2
2025-10-05T17:00:00Z,ESL Challenger League Season 50 South America Cup 3,team1,Gaimin Gladiators,JERSA,2.0,0.0,https://www.hltv.org/matches/2386464/-,ct,t,team2,team2,team1,team1,team1,team1,team1,team1,team1,team1,team1,team1,team1,team1,team1,team2,team2,team2,team2,team2,team2,team2,team2,team2,t,ct,team1,team1,team1,team1,team1,team1,team1,team2,team2,team1,team1,team1,team1,team2,team1,team1,team1,team2,team2,team2,team2,team2,team2,team2,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-05T17:00:00Z,ESL Challenger League Season 50 South America Cup 3,team2,Bounty Hunters,Vasco,0.0,1.0,https://www.hltv.org/matches/2386468/-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-05T17:00:00Z,ESL Challenger League Season 50 South America Cup 3,team1,UnderDogs,Tropa do KinGui,1.0,0.0,https://www.hltv.org/matches/2386463/-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-05T17:00:00Z,ESL Challenger League Season 50 South America Cup 3,team2,Players,Crashers,0.0,1.0,https://www.hltv.org/matches/2386470/-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-05T17:00:00Z,ESL Challenger League Season 50 South America Cup 3,team2,Four Magic fe,LP,0.0,1.0,https://www.hltv.org/matches/2386467/-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-05T13:00:00Z,ESL Challenger League Season 50 Europe Cup 3,team2,Nemiga,Insilio,1.0,2.0,https://www.hltv.org/matches/2386447/-,ct,t,team2,team2,team2,team2,team1,team2,team1,team1,team1,team2,team2,team1,team1,team1,team2,team2,team2,team1,team2,team2,team2,team2,team2,team2,t,ct,team2,team2,team1,team1,team1,team1,team2,team1,team2,team2,team2,team2,team1,team1,team2,team1,team1,team1,team2,team1,team1,team2,team2,team1,t,ct,team2,team2,team2,team2,team2,team2,team2,team1,team1,team1,team1,team1,team1,team1,team1,team1,team1,team2,team2,team1,team1,team2,team2,team2
2025-10-05T13:00:00Z,ESL Challenger League Season 50 Europe Cup 3,team1,Zero Tenacity,FAVBET,2.0,1.0,https://www.hltv.org/matches/2386449/-,ct,t,team2,team2,team1,team1,team1,team2,team2,team2,team1,team2,team2,team2,team2,team1,team1,team1,team2,team1,team1,team1,team1,team1,team2,team1,t,ct,team2,team2,team2,team2,team2,team2,team2,team2,team2,team1,team1,team2,team2,team1,team1,team2,team1,team1,team1,team1,team1,team2,team2,team2,ct,t,team1,team1,team1,team1,team2,team2,team2,team2,team1,team1,team1,team2,team2,team1,team1,team1,team2,team1,team2,team1,team1,team1,team2,team2
2025-10-05T13:15:00Z,Fragadelphia Blocktober 2025,team1,9INE,ECSTATIC,2.0,1.0,https://www.hltv.org/matches/2386666/-,t,ct,team2,team2,team2,team2,team2,team2,team1,team1,team1,team1,team2,team2,team1,team2,team2,team2,team1,team2,team1,team1,team2,team1,team1,team1,ct,t,team1,team1,team1,team1,team1,team1,team1,team2,team1,team1,team2,team1,team1,team1,team1,team1,team2,team2,team2,team2,team2,team2,team2,team2,ct,t,team2,team2,team2,team2,team1,team2,team1,team1,team1,team1,team1,team2,team1,team1,team1,team1,team1,team2,team2,team2,team2,team2,team2,team1
2025-10-05T13:00:00Z,ESL Challenger League Season 50 Europe Cup 3,team2,Sashi,NOVAQ,1.0,2.0,https://www.hltv.org/matches/2386451/-,ct,t,team2,team2,team1,team1,team1,team1,team1,team2,team2,team2,team2,team2,team1,team1,team1,team2,team2,team2,team1,team2,team2,team2,team2,team2,t,ct,team2,team2,team2,team2,team1,team1,team1,team1,team1,team1,team1,team1,team1,team1,team2,team1,team1,team1,team2,team2,team2,team2,team2,team2,ct,t,team2,team1,team2,team2,team1,team1,team1,team2,team2,team1,team2,team1,team2,team2,team2,team1,team1,team2,team2,team2,team2,team2,team2,team2
2025-10-05T13:00:00Z,Exort The Proving Grounds Season 5,team1,Betclic,VP.Prodigy,2.0,1.0,https://www.hltv.org/matches/2386406/-,t,ct,team2,team2,team2,team1,team1,team1,team2,team1,team1,team1,team1,team1,team2,team2,team1,team2,team2,team1,team1,team1,team2,team1,team2,team2,ct,t,team2,team2,team2,team2,team2,team1,team2,team1,team1,team1,team1,team2,team2,team2,team1,team2,team1,team2,team2,team1,team2,team2,team2,team2,ct,t,team2,team2,team2,team2,team1,team2,team1,team1,team1,team1,team1,team1,team2,team2,team1,team1,team1,team2,team1,team2,team2,team2,team1,team2
2025-10-05T13:00:00Z,ESL Challenger League Season 50 Europe Cup 3,team1,RUBY,BC.Game,2.0,1.0,https://www.hltv.org/matches/2386454/-,t,ct,team2,team2,team1,team2,team1,team2,team2,team2,team1,team2,team2,team2,team1,team1,team2,team2,team2,team2,team2,team2,team2,team2,team2,team2,ct,t,team1,team1,team2,team1,team1,team2,team2,team2,team1,team2,team2,team1,team1,team1,team1,team1,team1,team2,team2,team2,team2,team2,team1,team1,t,ct,team2,team2,team2,team1,team1,team2,team1,team1,team1,team1,team2,team1,team1,team1,team2,team1,team1,team1,team2,team2,team2,team2,team2,team1
2025-10-05T13:00:00Z,ESL Challenger League Season 50 Europe Cup 3,team1,SINNERS,CYBERSHOKE,2.0,0.0,https://www.hltv.org/matches/2386448/-,t,ct,team2,team2,team1,team2,team1,team1,team1,team2,team2,team2,team2,team1,team1,team2,team1,team1,team1,team1,team1,team2,team1,team1,team2,team2,ct,t,team1,team2,team1,team1,team1,team1,team1,team2,team1,team1,team1,team1,team1,team1,team2,team1,team2,team2,team2,team2,team2,team2,team2,team2,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-05T13:00:00Z,ESL Challenger League Season 50 Europe Cup 3,team1,TPuDCATb TPu,Oramond,2.0,0.0,https://www.hltv.org/matches/2386452/-,t,ct,team2,team2,team2,team1,team2,team2,team2,team2,team1,team1,team2,team2,team1,team2,team2,team1,team1,team1,team1,team1,team1,team1,team2,team1,ct,t,team1,team1,team1,team1,team1,team2,team2,team2,team1,team2,team2,team1,team2,team1,team1,team2,team1,team1,team1,team1,team1,team2,team2,team2,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-05T13:00:00Z,ESL Challenger League Season 50 Europe Cup 3,team2,Eternal Fire,JiJieHao,0.0,2.0,https://www.hltv.org/matches/2386450/-,t,ct,team1,team1,team1,team2,team1,team1,team2,team1,team2,team2,team2,team2,team2,team1,team1,team1,team2,team1,team2,team2,team2,team2,team1,team1,ct,t,team2,team2,team2,team1,team1,team1,team2,team2,team2,team2,team1,team2,team2,team2,team2,team2,team1,team2,team2,team2,team2,team2,team2,team2,,,,,,,,,,,,,,,,,,,,,,,,,,
